sku;classe;qtde_vendida;valor_unitario,hora_criacao
49,20231019002434
73,20231019002434
94,20231019002434
78,20231019002434
75,20231019002434
97,20231019002434
75,20231019002434
38,20231019002434
5,20231019002434
26,20231019002434
23,20231019002434
27,20231019002434
96,20231019002434
82,20231019002434
27,20231019002434
15,20231019002434
16,20231019002434
56,20231019002434
5,20231019002434
24,20231019002434
96,20231019002434
67,20231019002434
91,20231019002434
72,20231019002434
6,20231019002434
96,20231019002434
61,20231019002434
34,20231019002434
65,20231019002434
15,20231019002434
75,20231019002434
14,20231019002434
12,20231019002434
17,20231019002434
4,20231019002434
72,20231019002434
24,20231019002434
96,20231019002434
82,20231019002434
93,20231019002434
26,20231019002434
21,20231019002434
92,20231019002434
52,20231019002434
47,20231019002434
2,20231019002434
67,20231019002434
46,20231019002434
66,20231019002434
68,20231019002434
59,20231019002434
24,20231019002434
57,20231019002434
93,20231019002434
1,20231019002434
53,20231019002434
89,20231019002434
92,20231019002434
3,20231019002434
12,20231019002434
55,20231019002434
77,20231019002434
15,20231019002434
44,20231019002434
48,20231019002434
28,20231019002434
53,20231019002434
63,20231019002434
2,20231019002434
96,20231019002434
26,20231019002434
69,20231019002434
61,20231019002434
7,20231019002434
15,20231019002434
61,20231019002434
67,20231019002434
67,20231019002434
74,20231019002434
32,20231019002434
16,20231019002434
5,20231019002434
8,20231019002434
4,20231019002434
55,20231019002434
19,20231019002434
14,20231019002434
3,20231019002434
75,20231019002434
56,20231019002434
86,20231019002434
6,20231019002434
25,20231019002434
8,20231019002434
97,20231019002434
7,20231019002434
73,20231019002434
65,20231019002434
0,20231019002434
76,20231019002434
61,20231019002434
62,20231019002434
69,20231019002434
82,20231019002434
47,20231019002434
65,20231019002434
96,20231019002434
13,20231019002434
42,20231019002434
46,20231019002434
46,20231019002434
24,20231019002434
45,20231019002434
26,20231019002434
67,20231019002434
83,20231019002434
7,20231019002434
71,20231019002434
64,20231019002434
1,20231019002434
14,20231019002434
33,20231019002434
47,20231019002434
45,20231019002434
39,20231019002434
63,20231019002434
54,20231019002434
3,20231019002434
68,20231019002434
94,20231019002434
